"","X","person","day","cause_short","month","year","canine","dept_name","state","position"
"388",20733,"Police Officer Cuthbert Ezekiel Chapman","Mon","Gunfire","Apr",2004,FALSE,"Virgin Islands Police Department"," VI","Police Officer"
"389",20778,"Police Officer Santos Silva-Laboy","Sat","Gunfire","Jul",2004,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"390",20782,"Police Officer Ramon A. Sepulveda-Rosado","Mon","Motorcycle accident","Jul",2004,FALSE,"Carolina Municipal Police Department"," PR","Police Officer"
"391",20796,"Police Officer Carlos Concepción-Quiñones","Sat","Gunfire","Aug",2004,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"392",20825,"Agent Carlos Alberto Reyes-Rivera","Sat","Automobile accident","Oct",2004,FALSE,"Cataño Municipal Police Department"," PR","Agent"
"393",20826,"Agent Nikolai Emilio Vidal-Perez","Sat","Automobile accident","Oct",2004,FALSE,"Cataño Municipal Police Department"," PR","Agent"
"394",20915,"Agent Wayne Muñiz-Caro","Wed","Gunfire (Accidental)","May",2005,FALSE,"Puerto Rico Police Department"," PR","Agent"
"395",20944,"Agent Jesús Lizardo-Espada","Mon","Gunfire","Aug",2005,FALSE,"Puerto Rico Police Department"," PR","Agent"
"396",21022,"K9 Yari","Sat","Heat exhaustion","Jan",2005,TRUE,"Tohono O'odham Nation Police Department"," TR","K9"
"397",21040,"Agent Jose Luis Torres-Martinez","Fri","Vehicular assault","Jan",2006,FALSE,"Puerto Rico Police Department"," PR","Agent"
"398",21135,"Police Officer Raul Canales-Mundo","Mon","Gunfire","Sep",2006,FALSE,"Carolina Municipal Police Department"," PR","Police Officer"
"399",21184,"Agent Juan José Burgos-Vélez","Thu","Gunfire","Dec",2006,FALSE,"Puerto Rico Police Department"," PR","Agent"
"400",21208,"Police Officer Ariel Anton Frett","Thu","Gunfire","Feb",2007,FALSE,"Virgin Islands Police Department"," VI","Police Officer"
"401",21272,"Agent Rafael Santana-Cruz","Sun","Gunfire","May",2007,FALSE,"Puerto Rico Police Department"," PR","Agent"
"402",21283,"Agent José Fontañez-Correa","Tue","Gunfire","May",2007,FALSE,"Puerto Rico Police Department"," PR","Agent"
"403",21307,"Police Officer Adam Joseph Menuez","Wed","Automobile accident","Jul",2007,FALSE,"Fallon Paiute-Shoshone Tribal Police Department"," TR","Police Officer"
"404",21396,"Police Officer Frank E. Smith","Sun","Vehicular assault","Dec",2007,FALSE,"Guam Police Department"," GU","Police Officer"
"405",21417,"Police Officer Akeem Basil ""Teddy"" Newton","Sun","Automobile accident","Jan",2008,FALSE,"Virgin Islands Police Department"," VI","Police Officer"
"406",21436,"Special Agent Robert Patrick Flickinger","Fri","Automobile accident","Mar",2008,FALSE,"Chickasaw Lighthorse Police Department"," TR","Special Agent"
"407",21473,"Agent Osvaldo Pérez-León","Tue","Automobile accident","Jul",2008,FALSE,"Puerto Rico Police Department"," PR","Agent"
"408",21485,"Agent Orlando Gonzalez-Ortiz","Thu","Gunfire (Accidental)","Aug",2008,FALSE,"Puerto Rico Police Department"," PR","Agent"
"409",21553,"Agent Pedro Rafael Cora-Rivera, III","Wed","Heart attack","Nov",2008,FALSE,"Puerto Rico Police Department"," PR","Agent"
"410",21613,"Lieutenant Carlos R. Lozada-Vergara","Wed","Gunfire (Accidental)","Apr",2009,FALSE,"San Juan Police Department"," PR","Lieutenant"
"411",21663,"Sergeant Jorge Sanchez-Santiago","Sun","Gunfire","Aug",2009,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"412",21679,"Lieutenant Benjamin Emanuel Santiago-Fragosa","Wed","Gunfire","Sep",2009,FALSE,"Puerto Rico Police Department"," PR","Lieutenant"
"413",21742,"Sergeant Noel David Cordero-Guzmán","Fri","Gunfire","Jan",2010,FALSE,"Ponce Municipal Police Department"," PR","Sergeant"
"414",21773,"Ranger Kenneth Omar Betancourt-Camacho","Tue","Gunfire","Mar",2010,FALSE,"Puerto Rico Department of Natural and Environmental Resources"," PR","Ranger"
"415",21774,"Ranger Félix Rodríguez-Gomez","Tue","Gunfire","Mar",2010,FALSE,"Puerto Rico Department of Natural and Environmental Resources"," PR","Ranger"
"416",21833,"Detective Lieutenant Liusila Brown","Thu","Gunfire","Jul",2010,FALSE,"American Samoa Department of Public Safety"," AS","Lieutenant"
"417",21864,"Police Officer Merrill Bruguier","Sat","Automobile accident","Oct",2010,FALSE,"Cheyenne River Sioux Tribal Police Department"," TR","Police Officer"
"418",21873,"Lieutenant Jose A. Cordova-Montañez","Tue","Gunfire","Oct",2010,FALSE,"Puerto Rico Police Department"," PR","Lieutenant"
"419",21932,"Police Officer Aaron Daniel Peru","Sun","Automobile accident","Feb",2011,FALSE,"San Carlos Apache Tribal Police Department"," TR","Police Officer"
"420",22007,"Sergeant Darrell Cervandez Curley","Sun","Gunfire","Jun",2011,FALSE,"Navajo Division of Public Safety"," TR","Sergeant"
"421",22023,"Agent Luis E. Gomez-Crespo","Fri","Gunfire","Jul",2011,FALSE,"Puerto Rico Police Department"," PR","Agent"
"422",22042,"Agent Emiliano R. Torres-Soto","Sun","Gunfire","Aug",2011,FALSE,"Puerto Rico Police Department"," PR","Agent"
"423",22067,"Agent Mariano Rodríguez-Maldonado, Jr.","Mon","Automobile accident","Nov",2011,FALSE,"Puerto Rico Police Department"," PR","Agent"
"424",22076,"Agent Isaac Joel Pizarro-Pizarro","Tue","Gunfire","Dec",2011,FALSE,"Puerto Rico Police Department"," PR","Agent"
"425",22105,"Sergeant Abimael Castro-Berrocales","Sun","Gunfire","Jan",2012,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"426",22114,"Agent Francis Agustin Crespo-Mandry","Wed","Gunfire","Jan",2012,FALSE,"Puerto Rico Police Department"," PR","Agent"
"427",22158,"Agent Victor Manuel Soto-Velez","Tue","Gunfire","Jun",2012,FALSE,"Puerto Rico Police Department"," PR","Agent"
"428",22180,"Agent Wilfredo Ramos-Nieves","Tue","Gunfire","Aug",2012,FALSE,"Puerto Rico Police Department"," PR","Agent"
"429",22207,"Police Officer Colvin Terrance Georges, Sr.","Sat","Gunfire","Sep",2012,FALSE,"Virgin Islands Police Department"," VI","Police Officer"
"430",22221,"Agent Iván Gustavo Román-Matos","Wed","Gunfire","Nov",2012,FALSE,"Puerto Rico Police Department"," PR","Agent"
"431",22262,"Agent Mayra Del Carmen Ramírez-Barreto","Thu","Automobile accident","Jan",2013,FALSE,"Puerto Rico Department of Justice"," PR","Agent"
"432",22263,"Correctional Officer Eliezer Colón-Claussells","Thu","Automobile accident","Jan",2013,FALSE,"Puerto Rico Department of Corrections and Rehabilitation"," PR","Correctional Officer"
"433",22269,"Sergeant Frederick Albert ""Rick"" Riggenbach","Sat","Gunfire","Jan",2013,FALSE,"Chitimacha Tribal Police Department"," TR","Sergeant"
"434",22410,"Sergeant Carlos A. Rivera-Vega","Tue","Gunfire","Jan",2014,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"435",22426,"Agent Joaquín Correa-Ortega","Mon","Gunfire","Mar",2014,FALSE,"Puerto Rico Police Department"," PR","Agent"
"436",22445,"Agent Mareli Alejandra Morales-Santiago","Thu","Automobile accident","Apr",2014,FALSE,"Puerto Rico Police Department"," PR","Agent"
"437",22460,"Police Officer Jair Abelardo Cabrera","Sat","Gunfire","May",2014,FALSE,"Salt River Police Department"," TR","Police Officer"
"438",22488,"Agent Geniel Amaro-Fantauzzi","Mon","Gunfire","Aug",2014,FALSE,"Puerto Rico Police Department"," PR","Agent"
"439",22531,"Agent Edwin Omar Roman-Acevedo","Wed","Gunfire","Nov",2014,FALSE,"San Juan Police Department"," PR","Agent"
"440",22532,"Senior Police Officer Ernest Jesus Montoya, Sr","Sun","Heart attack","Nov",2014,FALSE,"Navajo Division of Public Safety"," TR","Police Officer"
"441",22582,"Police Officer III Siegfred D. R. ""Dove"" Mortera","Sat","Heart attack","Feb",2015,FALSE,"Guam Police Department"," GU","Police Officer"
"442",22597,"Senior Police Officer Alex K. Yazzie","Thu","Gunfire","Mar",2015,FALSE,"Navajo Division of Public Safety"," TR","Police Officer"
"443",22645,"Agent Elsa L. Rosa-Ortiz","Mon","Automobile accident","Aug",2015,FALSE,"Puerto Rico Police Department"," PR","Agent"
"444",22653,"Sergeant Miguel Jose Perez-Rios","Mon","Gunfire","Sep",2015,FALSE,"Puerto Rico Police Department"," PR","Sergeant"
"445",22667,"Patrol Officer Anthony E. Lossiah","Tue","Duty related illness","Oct",2015,FALSE,"Cherokee Indian Police Department"," TR","Police Officer"
"446",22694,"Commander Frank Román-Rodríguez","Mon","Gunfire","Dec",2015,FALSE,"Puerto Rico Police Department"," PR","Commander"
"447",22695,"Lieutenant Luz M. Soto-Segarra","Mon","Gunfire","Dec",2015,FALSE,"Puerto Rico Police Department"," PR","Lieutenant"
"448",22696,"Agent Rosario Hernández de Hoyos","Mon","Gunfire","Dec",2015,FALSE,"Puerto Rico Police Department"," PR","Agent"
"449",22770,"Agent Gilberto Colón-Leon","Mon","Gunfire","Jun",2016,FALSE,"Puerto Rico Police Department"," PR","Agent"
